Make,Model,Year,Style,Distance,Engine,Fuel_type,Price,km_year,Transmission,km_year_cat
Mercedes,A Class,2000,Hatchback,311815.0,1500.0,Petrol,2700.0,14173.40909090909,Manual,Medium
Audi,A6,1995,Sedan,400000.0,2500.0,Diesel,3500.0,14814.814814814816,Automatic,Medium
Toyota,Auris,2011,Hatchback,191000.0,1400.0,Diesel,6250.0,17363.636363636364,Manual,Medium
Audi,Allroad,2015,Crossover,230000.0,2000.0,Diesel,18900.0,32857.142857142855,Automatic,Large
Opel,Astra,2014,Universal,172000.0,1300.0,Diesel,7300.0,21500.0,Manual,Medium
BMW,3 Series,2004,Sedan,248600.0,2000.0,Diesel,6200.0,13811.111111111111,Automatic,Medium
Toyota,Rav 4,2017,Crossover,134000.0,2500.0,Hybrid,20200.0,26800.0,Automatic,Medium
Ford,Kuga,2018,Crossover,149000.0,1500.0,Diesel,14950.0,37250.0,Automatic,Large
Rare,MKZ,2013,Sedan,180000.0,2000.0,Hybrid,12500.0,20000.0,Automatic,Medium
BMW,7 Series,2003,Sedan,365000.0,3000.0,Diesel,8200.0,19210.526315789473,Automatic,Medium
Renault,Megane,2017,Universal,120000.0,1500.0,Diesel,12500.0,24000.0,Automatic,Medium
Renault,Megane,2013,Universal,156000.0,1500.0,Diesel,6900.0,17333.333333333332,Manual,Medium
Volkswagen,Tiguan,2013,SUV,144453.0,2000.0,Petrol,12200.0,16050.333333333334,Automatic,Medium
Chevrolet,Cruze,2017,Universal,61000.0,1400.0,Petrol,7900.0,12200.0,Automatic,Medium
Toyota,Prius,2009,Hatchback,200200.0,1500.0,Hybrid,7000.0,15400.0,Automatic,Medium
Volkswagen,Transporter,2004,Minivan,230000.0,2500.0,Diesel,6500.0,12777.777777777777,Manual,Medium
Chevrolet,Aveo,2011,Hatchback,72000.0,1400.0,Petrol,5700.0,6545.454545454545,Manual,Small
Toyota,Prius,2010,Hatchback,250000.0,1800.0,Hybrid,7500.0,20833.333333333332,Automatic,Medium
Volkswagen,Touran,2009,Minivan,200000.0,1390.0,Petrol,6590.0,15384.615384615385,Automatic,Medium
Renault,Clio,2008,Sedan,210000.0,1400.0,Petrol,2650.0,15000.0,Manual,Medium
Volkswagen,Amarok,2011,Pickup,218000.0,2000.0,Diesel,12800.0,19818.18181818182,Manual,Medium
Nissan,Qashqai,2014,Crossover,177000.0,1500.0,Diesel,9950.0,22125.0,Manual,Medium
Vaz,2121niva,2008,SUV,145000.0,1700.0,Petrol,3500.0,10357.142857142857,Manual,Medium
Dacia,Dokker,2012,Combi,430000.0,1400.0,Diesel,5500.0,43000.0,Manual,Large
Toyota,Corolla,2003,Universal,280000.0,1390.0,Metan/Propan,3600.0,14736.842105263158,Manual,Medium
Mercedes,E Class,2015,Sedan,206511.0,2000.0,Metan/Propan,21400.0,29501.571428571428,Automatic,Medium
Nissan,Qashqai,2011,SUV,195000.0,1500.0,Diesel,8300.0,17727.272727272728,Manual,Medium
Honda,CR-V,2010,Crossover,161914.0,2400.0,Metan/Propan,11000.0,13492.833333333334,Automatic,Medium
KIA,Ceed,2017,Hatchback,56000.0,1400.0,Petrol,9200.0,11200.0,Manual,Medium
Mercedes,Vito,2015,Minivan,84706.0,1600.0,Diesel,19999.0,12100.857142857143,Manual,Medium
Ford,Mondeo,2001,Sedan,270000.0,200.0,Diesel,3750.0,12857.142857142857,Manual,Medium
Volkswagen,Passat,2011,Sedan,190000.0,1400.0,Metan/Propan,10200.0,17272.727272727272,Manual,Medium
Audi,A6,2007,Sedan,380000.0,2000.0,Diesel,9000.0,25333.333333333332,Automatic,Medium
Ford,Fusion,2013,Sedan,170000.0,2000.0,Hybrid,9600.0,18888.88888888889,Automatic,Medium
Volkswagen,Golf,1994,SUV,77000.0,1800.0,Petrol,1950.0,2750.0,Manual,Small
Volvo,XC60,2012,Crossover,220000.0,2400.0,Diesel,16899.0,22000.0,Automatic,Medium
Audi,A4,1996,Sedan,292400.0,1600.0,Petrol,2200.0,11246.153846153846,Manual,Medium
Ford,Focus,2009,Universal,206000.0,1600.0,Petrol,4400.0,15846.153846153846,Manual,Medium
Volkswagen,Passat,2003,Sedan,240000.0,200.0,Petrol,3550.0,12631.578947368422,Manual,Medium
Volkswagen,Jetta,2018,Sedan,19800.0,1400.0,Petrol,13499.0,4950.0,Automatic,Small
Mercedes,B Class,2006,Combi,200000.0,1700.0,Petrol,6000.0,12500.0,Automatic,Medium
BMW,5 Series,2004,Sedan,320000.0,300.0,Diesel,4750.0,17777.777777777777,Automatic,Medium
Mitsubishi,Outlander,2014,Crossover,183667.0,2000.0,Plug-in Hybrid,13600.0,22958.375,Automatic,Medium
Hyundai,ix35,2012,Crossover,114700.0,1998.0,Petrol,11700.0,11470.0,Automatic,Medium
Mitsubishi,Outlander,2014,Crossover,163540.0,2000.0,Plug-in Hybrid,13500.0,20442.5,Automatic,Medium
Renault,Kadjar,2019,Crossover,35000.0,1500.0,Diesel,17500.0,11666.666666666666,Manual,Medium
Rare,Cayenne,2013,SUV,28000.0,3000.0,Hybrid,16499.0,3111.1111111111113,Automatic,Small
Mercedes,E Class,2007,Sedan,314071.0,2200.0,Diesel,7900.0,20938.066666666666,Automatic,Medium
Toyota,Avensis,2002,Sedan,232964.0,2000.0,Petrol,3300.0,11648.2,Automatic,Medium
Honda,CR-V,2010,Crossover,200000.0,2200.0,Diesel,13200.0,16666.666666666668,Automatic,Medium
Ford,Maverick,1993,Minivan,200000.0,2700.0,Diesel,2500.0,6896.551724137931,Manual,Small
Skoda,Superb,2015,Sedan,180000.0,2000.0,Diesel,17500.0,25714.285714285714,Automatic,Medium
BMW,X5,2017,SUV,112500.0,2000.0,Diesel,36500.0,22500.0,Automatic,Medium
Audi,Q5,2013,Crossover,154347.0,2000.0,Petrol,16900.0,17149.666666666668,Automatic,Medium
Opel,Meriva,2010,Hatchback,146000.0,1400.0,Petrol,5500.0,12166.666666666666,Manual,Medium
Rare,XJ,2012,Sedan,60800.0,3000.0,Diesel,29000.0,6080.0,Automatic,Small
Renault,Megane,2011,Universal,204000.0,1500.0,Diesel,7099.0,18545.454545454544,Automatic,Medium
BMW,X3,2020,SUV,17000.0,2000.0,Petrol,26500.0,8500.0,Automatic,Small
Skoda,Kodiaq,2021,SUV,6900.0,2000.0,Diesel,35500.0,6900.0,Automatic,Small
Rare,F-PACE,2016,SUV,145000.0,2000.0,Diesel,26500.0,24166.666666666668,Automatic,Medium
BMW,5 Series,2015,Sedan,110000.0,2000.0,Petrol,19950.0,15714.285714285714,Automatic,Medium
Skoda,Fabia,2009,Universal,196000.0,1400.0,Diesel,4400.0,15076.923076923076,Manual,Medium
Rare,Leon,2008,Hatchback,149000.0,1390.0,Petrol,4850.0,10642.857142857143,Manual,Medium
Rare,Defender,2021,SUV,2700.0,3000.0,Petrol,99000.0,2700.0,Automatic,Small
Hyundai,Tucson,2015,Crossover,65000.0,1600.0,Petrol,15999.0,9285.714285714286,Automatic,Small
Skoda,Octavia,2006,Sedan,23240.0,1900.0,Diesel,6500.0,1452.5,Manual,Small
BMW,X6,2011,Crossover,270000.0,3000.0,Diesel,18500.0,24545.454545454544,Automatic,Medium
Lexus,LS Series,2019,Sedan,17500.0,3500.0,Petrol,75000.0,5833.333333333333,Automatic,Small
BMW,5 Series,2007,Universal,333620.0,3000.0,Diesel,4600.0,22241.333333333332,Automatic,Medium
Volkswagen,Passat,2005,Sedan,200000.0,2000.0,Petrol,5450.0,11764.70588235294,Automatic,Medium
BMW,5 Series,2018,Sedan,96000.0,1995.0,Diesel,30500.0,24000.0,Automatic,Medium
Rare,Range Rover,2015,SUV,55000.0,3000.0,Petrol,45999.0,7857.142857142857,Automatic,Small
Rare,Cayenne,2016,SUV,125000.0,3000.0,Diesel,46900.0,20833.333333333332,Automatic,Medium
Mercedes,GLE,2021,SUV,5000.0,3000.0,Petrol,76900.0,5000.0,Automatic,Small
Rare,Cooper S,2018,Cabriolet,38000.0,2000.0,Petrol,29000.0,9500.0,Automatic,Small
BMW,7 Series,2018,Sedan,85000.0,3000.0,Diesel,45000.0,21250.0,Automatic,Medium
Hyundai,Santa FE,2019,Crossover,21000.0,1998.0,Petrol,28900.0,7000.0,Automatic,Small
Rare,Range Rover Velar,2018,Crossover,8990.0,2000.0,Diesel,58500.0,2247.5,Automatic,Small
Mercedes,C-Class Coupe,2016,Coupe,51500.0,2000.0,Petrol,24900.0,8583.333333333334,Automatic,Small
Rare,Sebring,2007,Cabriolet,55000.0,2400.0,Petrol,4000.0,3666.6666666666665,Automatic,Small
BMW,5 Series,2014,Sedan,122000.0,2000.0,Petrol,14600.0,15250.0,Automatic,Medium
Renault,Megane,2012,Universal,205000.0,1500.0,Diesel,5799.0,20500.0,Manual,Medium
Mercedes,S Class,2005,Sedan,295000.0,3222.0,Diesel,7200.0,17352.941176470587,Automatic,Medium
BMW,X5,2003,Crossover,200000.0,3000.0,Diesel,9000.0,10526.315789473685,Manual,Medium
Toyota,Corolla,2006,Universal,150000.0,1400.0,Diesel,5850.0,9375.0,Automatic,Small
Volkswagen,Transporter,2000,Microvan,250250.0,2500.0,Diesel,5400.0,11375.0,Manual,Medium
Peugeot,Partner,2003,Minivan,300000.0,1868.0,Diesel,2600.0,15789.473684210527,Manual,Medium
Volkswagen,Vento,1993,Sedan,235460.0,1800.0,Petrol,2400.0,8119.310344827586,Manual,Small
Nissan,Micra,1996,Hatchback,263000.0,1000.0,Petrol,1250.0,10115.384615384615,Manual,Medium
Toyota,Land Cruiser,2008,SUV,195000.0,4500.0,Diesel,27000.0,13928.57142857143,Automatic,Medium
Mitsubishi,Outlander,2014,Crossover,170000.0,2000.0,Plug-in Hybrid,13200.0,21250.0,Automatic,Medium
Toyota,Corolla,2006,Sedan,285000.0,1600.0,Metan/Propan,4299.0,17812.5,Automatic,Medium
Opel,Corsa,2003,Hatchback,248000.0,1200.0,Petrol,2350.0,13052.631578947368,Manual,Medium
Mitsubishi,L Series,2002,Pickup,260000.0,2500.0,Diesel,7300.0,13000.0,Manual,Medium
Dacia,Logan Mcv,2009,Universal,168000.0,1400.0,Petrol,4000.0,12923.076923076924,Manual,Medium
Toyota,Prius,2014,Hatchback,110000.0,1800.0,Hybrid,9500.0,13750.0,Automatic,Medium
Toyota,Camry,2016,Sedan,90000.0,2500.0,Hybrid,16000.0,15000.0,Automatic,Medium
Renault,Clio,1993,Hatchback,150000.0,1300.0,Petrol,800.0,5172.413793103448,Manual,Small
Mercedes,E Class,2017,Sedan,174000.0,2000.0,Diesel,26900.0,34800.0,Automatic,Large
Opel,Corsa,1999,Hatchback,300000.0,973.0,Petrol,1600.0,13043.478260869566,Manual,Medium
Rare,Cayenne,2017,SUV,71000.0,2964.0,Diesel,57000.0,14200.0,Automatic,Medium
BMW,5 Series,2017,Sedan,145236.0,2000.0,Diesel,28499.0,29047.2,Automatic,Medium
Volkswagen,Golf,2015,Hatchback,173856.0,1400.0,Plug-in Hybrid,12699.0,24836.571428571428,Automatic,Medium
Vaz,2107,2003,Sedan,51000.0,1500.0,Metan/Propan,1500.0,2684.2105263157896,Manual,Small
Volkswagen,Vento,1993,Sedan,20000.0,1781.0,Petrol,1100.0,689.6551724137931,Manual,Small
Mercedes,Series (W124),1993,Sedan,248000.0,2000.0,Diesel,2650.0,8551.724137931034,Manual,Small
Renault,Kadjar,2016,Crossover,156000.0,1600.0,Diesel,13500.0,26000.0,Manual,Medium
BMW,5 GT,2014,Hatchback,214000.0,2000.0,Diesel,20950.0,26750.0,Automatic,Medium
Mercedes,CLK Class,1998,Coupe,333111.0,3200.0,Petrol,3449.0,13879.625,Automatic,Medium
Toyota,Corolla,2005,Hatchback,190000.0,1400.0,Diesel,5190.0,11176.470588235294,Manual,Medium
Peugeot,Partner,2004,Combi,25588.0,2000.0,Diesel,2500.0,1421.5555555555557,Manual,Small
Mercedes,E Class,2002,Sedan,300000.0,2200.0,Diesel,2100.0,15000.0,Manual,Medium
BMW,5 Series,2004,Universal,218855.0,2500.0,Diesel,3250.0,12158.611111111111,Manual,Medium
Dacia,Logan Mcv,2011,Universal,202915.0,1600.0,Metan/Propan,4750.0,18446.81818181818,Manual,Medium
Toyota,Prius,2008,Hatchback,350000.0,1500.0,Metan/Propan,4999.0,25000.0,Automatic,Medium
Peugeot,308,2015,Universal,250000.0,1548.0,Diesel,5700.0,35714.28571428572,Manual,Large
Mercedes,B Class,2013,Hatchback,108000.0,1590.0,Petrol,11990.0,12000.0,Manual,Medium
Mazda,6,2004,Universal,320000.0,1998.0,Diesel,3700.0,17777.777777777777,Manual,Medium
Renault,Megane,2013,Universal,178000.0,1500.0,Diesel,6950.0,19777.777777777777,Manual,Medium
Rare,Altele,2000,Cabriolet,150000.0,1800.0,Petrol,1100.0,6818.181818181818,Manual,Small
Toyota,Auris,2011,Hatchback,174230.0,1400.0,Diesel,7400.0,15839.09090909091,Manual,Medium
Skoda,Octavia,2005,Universal,282000.0,200.0,Petrol,5200.0,16588.235294117647,Manual,Medium
Volkswagen,Passat,2010,Universal,294226.0,1400.0,Petrol,6599.0,24518.833333333332,Manual,Medium
Hyundai,Elantra,2007,Sedan,245000.0,1600.0,Petrol,4599.0,16333.333333333334,Manual,Medium
Volkswagen,Sharan,2003,Minivan,192000.0,1984.0,Metan/Propan,5800.0,10105.263157894737,Manual,Medium
Mazda,121,1991,Sedan,160000.0,1300.0,Petrol,990.0,5161.290322580645,Manual,Small
Nissan,Tiida,2008,Sedan,277000.0,1600.0,Petrol,4200.0,19785.714285714286,Manual,Medium
Rare,Freelander,2008,SUV,283000.0,2200.0,Diesel,13990.0,20214.285714285714,Automatic,Medium
BMW,5 Series,2011,Sedan,211400.0,2000.0,Diesel,14800.0,19218.18181818182,Automatic,Medium
Honda,Accord,2008,Sedan,285000.0,1996.0,Metan/Propan,7499.0,20357.14285714286,Manual,Medium
Rare,Xsara,2003,Sedan,250000.0,1600.0,Petrol,2200.0,13157.894736842105,Manual,Medium
Hyundai,Tucson,2007,Crossover,140000.0,2000.0,Petrol,6500.0,9333.333333333334,Manual,Small
Dacia,Logan Mcv,2013,Universal,131500.0,1000.0,Petrol,5700.0,14611.111111111111,Manual,Medium
Renault,Grand Scenic,2013,Universal,170000.0,1600.0,Diesel,8499.0,18888.88888888889,Manual,Medium
Skoda,Superb,2016,Sedan,165000.0,1600.0,Diesel,15000.0,27500.0,Automatic,Medium
Toyota,Auris,2014,Universal,183000.0,1400.0,Diesel,8199.0,22875.0,Manual,Medium
Renault,Grand Scenic,2016,Universal,175000.0,1500.0,Diesel,8199.0,29166.666666666668,Automatic,Medium
BMW,3 Series,2006,Sedan,190000.0,2000.0,Diesel,1700.0,11875.0,Manual,Medium
Volkswagen,Golf,2001,Hatchback,250000.0,1400.0,Petrol,2750.0,11904.761904761905,Manual,Medium
Peugeot,3008,2014,Crossover,184000.0,2000.0,Diesel,9999.0,23000.0,Automatic,Medium
Toyota,Land Cruiser,2014,SUV,180000.0,3000.0,Diesel,35499.0,22500.0,Automatic,Medium
Renault,Megane,2004,Universal,200200.0,1500.0,Diesel,3450.0,11122.222222222223,Manual,Medium
Rare,Ibiza,2012,Universal,179000.0,1200.0,Diesel,5650.0,17900.0,Manual,Medium
Opel,Astra,2000,Hatchback,288000.0,1400.0,Petrol,2800.0,13090.90909090909,Manual,Medium
Volkswagen,Golf,2009,Hatchback,146000.0,1400.0,Petrol,6400.0,11230.76923076923,Manual,Medium
Toyota,Corolla,2007,Universal,248000.0,1400.0,Diesel,4800.0,16533.333333333332,Automatic,Medium
Volkswagen,Passat,2000,Universal,400000.0,1595.0,Petrol,3000.0,18181.81818181818,Manual,Medium
Volkswagen,Golf,2011,Hatchback,160000.0,1400.0,Petrol,6800.0,14545.454545454546,Manual,Medium
Toyota,Corolla,2006,Hatchback,169036.0,1400.0,Petrol,6499.0,10564.75,Manual,Medium
Volkswagen,Passat,1997,Sedan,243200.0,1600.0,Petrol,3333.0,9728.0,Manual,Small
Volvo,XC90,2003,SUV,250000.0,2500.0,Metan/Propan,6000.0,13157.894736842105,Automatic,Medium
Renault,Clio,2006,Hatchback,116000.0,1600.0,Petrol,4100.0,7250.0,Automatic,Small
Rare,Cordoba,2001,Sedan,266806.0,1400.0,Petrol,2499.0,12705.047619047618,Manual,Medium
Toyota,Camry,2013,Sedan,180000.0,2500.0,Hybrid,12300.0,20000.0,Automatic,Medium
Mercedes,GLE Coupe,2021,Coupe,401.0,3000.0,Petrol,115550.0,401.0,Automatic,Small
Mercedes,GL Class,2008,SUV,170000.0,3000.0,Diesel,25500.0,12142.857142857143,Automatic,Medium
Mercedes,S Class,2012,Sedan,84000.0,2200.0,Diesel,32500.0,8400.0,Automatic,Small
Ford,Fiesta,2013,Hatchback,165000.0,1400.0,Diesel,5950.0,18333.333333333332,Manual,Medium
Ford,Fusion,2013,Sedan,154759.0,2000.0,Hybrid,11499.0,17195.444444444445,Automatic,Medium
Mercedes,M Class,2003,SUV,28000.0,2700.0,Diesel,3400.0,1473.6842105263158,Automatic,Small
Mercedes,E Class,2001,Sedan,38000.0,2200.0,Diesel,1900.0,1809.5238095238096,Manual,Small
Mercedes,E Class,1999,Sedan,37700.0,2000.0,Metan/Propan,3600.0,1639.1304347826087,Automatic,Small
Toyota,Auris,2009,Hatchback,150000.0,1400.0,Diesel,2650.0,11538.461538461539,Manual,Medium
Opel,Vectra,1997,Universal,358000.0,2000.0,Metan/Propan,2000.0,14320.0,Automatic,Medium
Toyota,Auris,2007,Hatchback,210000.0,1400.0,Diesel,5500.0,14000.0,Manual,Medium
Hyundai,Tucson,2016,SUV,163000.0,2000.0,Diesel,18850.0,27166.666666666668,Automatic,Medium
Skoda,Octavia,2017,Universal,144444.0,1600.0,Diesel,14350.0,28888.8,Automatic,Medium
Mercedes,C Class,2010,Sedan,300000.0,2200.0,Diesel,9500.0,25000.0,Automatic,Medium
Volkswagen,Passat CC,2013,Sedan,240000.0,2000.0,Petrol,9800.0,26666.666666666668,Automatic,Medium
Mitsubishi,Outlander,2014,SUV,205000.0,2000.0,Plug-in Hybrid,13000.0,25625.0,Automatic,Medium
Opel,Astra,1996,Universal,111111.0,1700.0,Diesel,700.0,4273.5,Manual,Small
Audi,A6,2018,Sedan,22000.0,3000.0,Petrol,33999.0,5500.0,Automatic,Small
BMW,X5,2014,SUV,105000.0,2993.0,Diesel,42999.0,13125.0,Automatic,Medium
Mercedes,GLE,2017,Crossover,45000.0,2145.0,Diesel,39500.0,9000.0,Automatic,Small
Nissan,Qashqai,2014,Minivan,154000.0,1500.0,Diesel,11600.0,19250.0,Manual,Medium
KIA,Sorento,2020,SUV,7454.0,2151.0,Diesel,37222.0,3727.0,Automatic,Small
Toyota,Yaris,2015,Hatchback,93500.0,1500.0,Petrol,8300.0,13357.142857142857,Automatic,Medium
Skoda,Superb,2016,Sedan,110000.0,1400.0,Petrol,13500.0,18333.333333333332,Automatic,Medium
Toyota,Camry,2018,Sedan,65000.0,2487.0,Hybrid,21990.0,16250.0,Automatic,Medium
Toyota,Auris,2010,Hatchback,161456.0,1400.0,Diesel,6500.0,13454.666666666666,Manual,Medium
Toyota,Prius v,2013,Microvan,139476.0,1800.0,Hybrid,10400.0,15497.333333333334,Automatic,Medium
BMW,X6,2017,SUV,70000.0,2993.0,Diesel,50000.0,14000.0,Automatic,Medium
Hyundai,Tucson,2018,Crossover,33200.0,1600.0,Petrol,20000.0,8300.0,Automatic,Small
Renault,Scenic,2013,Minivan,90000.0,1500.0,Diesel,6850.0,10000.0,Manual,Small
Toyota,Corolla,2008,Sedan,248112.0,1400.0,Diesel,5700.0,17722.285714285714,Manual,Medium
Renault,Kadjar,2017,Crossover,194730.0,1500.0,Diesel,14199.0,38946.0,Automatic,Large
Mazda,626,2000,Universal,270000.0,2000.0,Diesel,2499.0,12272.727272727272,Manual,Medium
Dacia,Logan Mcv,2010,Universal,65000.0,1400.0,Petrol,5000.0,5416.666666666667,Manual,Small
Volvo,XC90,2012,SUV,197000.0,2400.0,Diesel,17800.0,19700.0,Automatic,Medium
Mitsubishi,Outlander,2006,Crossover,255000.0,2000.0,Petrol,5300.0,15937.5,Manual,Medium
Rare,75,2001,Sedan,185000.0,2000.0,Diesel,4200.0,8809.52380952381,Manual,Small
Rare,Forester,2010,Crossover,140000.0,1995.0,Metan/Propan,9000.0,11666.666666666666,Manual,Medium
Renault,Grand Scenic,2017,Minivan,91000.0,1461.0,Diesel,13600.0,18200.0,Automatic,Medium
Skoda,Octavia,2017,Universal,148000.0,1968.0,Diesel,13300.0,29600.0,Manual,Medium
Mitsubishi,Pajero Sport,2011,SUV,203000.0,2500.0,Diesel,13999.0,18454.545454545456,Automatic,Medium
Mercedes,E Class,2012,Sedan,222222.0,2143.0,Diesel,11900.0,22222.2,Automatic,Medium
Peugeot,Expert,2000,Universal,275000.0,1600.0,Metan/Propan,2400.0,12500.0,Manual,Medium
Volkswagen,Caddy,2011,Combi,157000.0,2000.0,Metan/Propan,6590.0,14272.727272727272,Manual,Medium
Nissan,Juke,2021,SUV,0.0,1000.0,Petrol,19900.0,0.0,Automatic,Small
BMW,X5,2005,SUV,290000.0,3000.0,Diesel,6600.0,17058.823529411766,Automatic,Medium
Mitsubishi,Space Star,2001,Minivan,154000.0,1300.0,Petrol,2600.0,7333.333333333333,Manual,Small
BMW,3 Series,1987,Sedan,290000.0,1800.0,Petrol,2800.0,8285.714285714286,Manual,Small
Opel,Astra,2008,Coupe,250000.0,1399.0,Metan/Propan,3550.0,17857.14285714286,Manual,Medium
Mitsubishi,Outlander,2003,Crossover,300000.0,2000.0,Metan/Propan,4000.0,15789.473684210527,Manual,Medium
BMW,5 Series,2011,Sedan,230000.0,1998.0,Diesel,15500.0,20909.090909090908,Automatic,Medium
BMW,X6,2011,Crossover,207025.0,3000.0,Diesel,26999.0,18820.454545454544,Automatic,Medium
Hyundai,Getz,2004,Hatchback,230000.0,1200.0,Petrol,2700.0,12777.777777777777,Manual,Medium
Volkswagen,Passat,1997,Sedan,370000.0,1600.0,Metan/Propan,2950.0,14800.0,Manual,Medium
Ford,Mondeo,1999,Sedan,142000.0,2000.0,Metan/Propan,1750.0,6173.913043478261,Automatic,Small
BMW,5 Series,2014,Sedan,154000.0,1996.0,Diesel,21450.0,19250.0,Automatic,Medium
Renault,Clio Symbol,2002,Sedan,255000.0,1500.0,Diesel,1700.0,12750.0,Manual,Medium
Mitsubishi,Outlander,2014,Crossover,197000.0,2000.0,Plug-in Hybrid,12500.0,24625.0,Automatic,Medium
Nissan,Qashqai,2010,Crossover,185000.0,1461.0,Diesel,7850.0,15416.666666666666,Manual,Medium
Dacia,Logan,2009,Sedan,2700.0,1400.0,Metan/Propan,2700.0,207.69230769230768,Manual,Small
Renault,Grand Scenic,2010,Minivan,173000.0,1500.0,Diesel,5999.0,14416.666666666666,Manual,Medium
Mercedes,E Class,2008,Universal,320000.0,2200.0,Diesel,8800.0,22857.14285714286,Automatic,Medium
Mazda,6,2002,Universal,1600.0,1600.0,Metan/Propan,1000.0,80.0,Manual,Small
Mercedes,E Class,2002,Sedan,285000.0,2200.0,Diesel,5500.0,14250.0,Manual,Medium
Rare,Alt model,1990,Sedan,300000.0,1600.0,Petrol,1000.0,9375.0,Manual,Small
Nissan,Sunny,1992,Hatchback,200000.0,2000.0,Diesel,1000.0,6666.666666666667,Manual,Small
Dacia,Logan,2006,Sedan,382000.0,1400.0,Metan/Propan,2500.0,23875.0,Manual,Medium
Rare,25,2000,Hatchback,100000.0,1400.0,Petrol,500.0,4545.454545454545,Manual,Small
Opel,Zafira,2002,Minivan,3000.0,2000.0,Diesel,3200.0,150.0,Manual,Small
BMW,3 Series,2004,Sedan,278200.0,1950.0,Petrol,4750.0,15455.555555555555,Automatic,Medium
Volkswagen,Golf,1994,Hatchback,4646.0,1400.0,Petrol,1050.0,165.92857142857142,Manual,Small
Toyota,Corolla,2005,Minivan,11111.0,1400.0,Diesel,5300.0,653.5882352941177,Automatic,Small
Opel,Astra,2011,Universal,163000.0,1399.0,Petrol,6000.0,14818.181818181818,Manual,Medium
Opel,Astra,2011,Universal,163000.0,1364.0,Petrol,6000.0,14818.181818181818,Manual,Medium
Skoda,Fabia,2011,Universal,139000.0,1199.0,Diesel,5250.0,12636.363636363636,Manual,Medium
Nissan,Qashqai,2015,Crossover,150000.0,1451.0,Diesel,11600.0,21428.571428571428,Manual,Medium
Renault,Scenic,2017,Minivan,146000.0,1451.0,Diesel,10800.0,29200.0,Manual,Medium
Lexus,RX Series,2013,Sedan,11300.0,249.0,Hybrid,23000.0,1255.5555555555557,Automatic,Small
Skoda,Octavia,2010,Universal,220000.0,2000.0,Diesel,8500.0,18333.333333333332,Automatic,Medium
Mercedes,Vito,2003,Minivan,560000.0,2200.0,Diesel,4300.0,29473.684210526317,Manual,Medium
Hyundai,Sonata,1994,Sedan,370000.0,200.0,Petrol,1200.0,13214.285714285714,Manual,Medium
Nissan,Juke,2015,Hatchback,45000.0,1600.0,Petrol,13700.0,6428.571428571428,Automatic,Small
Mitsubishi,Outlander,2014,Crossover,174221.0,2000.0,Plug-in Hybrid,13700.0,21777.625,Automatic,Medium
Honda,CR-V,2014,Crossover,139000.0,2198.0,Diesel,16900.0,17375.0,Automatic,Medium
Volkswagen,Golf Plus,2012,Hatchback,179550.0,1400.0,Petrol,5699.0,17955.0,Manual,Medium
BMW,5 Series,2018,Sedan,154000.0,1998.0,Plug-in Hybrid,27500.0,38500.0,Automatic,Large
Dacia,Logan,2008,Minivan,600000.0,1590.0,Metan/Propan,1500.0,42857.142857142855,Manual,Large
BMW,X5,2005,SUV,267000.0,3000.0,Petrol,8999.0,15705.882352941177,Automatic,Medium
Toyota,Prius,2007,Hatchback,170212.0,1500.0,Hybrid,6100.0,11347.466666666667,Automatic,Medium
Audi,A3,2010,Hatchback,175400.0,1400.0,Petrol,7999.0,14616.666666666666,Automatic,Medium
Nissan,Qashqai,2014,Crossover,151170.0,1500.0,Diesel,11999.0,18896.25,Manual,Medium
KIA,Picanto,2012,Hatchback,118021.0,1000.0,Petrol,4700.0,11802.1,Manual,Medium
Volvo,XC90,2012,Crossover,181995.0,2400.0,Diesel,19200.0,18199.5,Automatic,Medium
Rare,Fiorino,2008,Combi,218000.0,1300.0,Diesel,4300.0,15571.42857142857,Manual,Medium
Renault,Talisman,2016,Universal,160000.0,1500.0,Diesel,10700.0,26666.666666666668,Manual,Medium
Dacia,Sandero,2010,Hatchback,180000.0,1200.0,Petrol,3900.0,15000.0,Manual,Medium
Skoda,Superb,2017,Hatchback,100000.0,200.0,Diesel,24999.0,20000.0,Automatic,Medium
Audi,100,1983,Sedan,300000.0,2000.0,Metan/Propan,1200.0,7692.307692307692,Manual,Small
KIA,Optima,2015,Sedan,166000.0,1685.0,Diesel,12900.0,23714.285714285714,Automatic,Medium
Volkswagen,Touran,2011,Universal,160735.0,1400.0,Petrol,8600.0,14612.272727272728,Automatic,Medium
Peugeot,407,2005,Universal,270000.0,2000.0,Metan/Propan,3400.0,15882.35294117647,Automatic,Medium
Hyundai,Santa FE,2007,Crossover,255000.0,2200.0,Diesel,8000.0,17000.0,Automatic,Medium
Toyota,Yaris,2014,Hatchback,144584.0,1500.0,Hybrid,7500.0,18073.0,Automatic,Medium
Mercedes,GLE Coupe,2016,Crossover,100000.0,3000.0,Petrol,42000.0,16666.666666666668,Automatic,Medium
Opel,Zafira,2003,Minivan,200000.0,2000.0,Diesel,2150.0,10526.315789473685,Manual,Medium
Audi,100,1994,Sedan,11111.0,2000.0,Petrol,1111.0,396.82142857142856,Manual,Small
BMW,2 Series,2016,Minivan,168000.0,1491.0,Diesel,11200.0,28000.0,Manual,Medium
Mercedes,A Class,2003,Hatchback,258000.0,1700.0,Diesel,3350.0,13578.947368421053,Automatic,Medium
