Make,Model,Year,Style,Distance,Engine,Fuel_type,Price,km_year,Transmission,km_year_cat
Chevrolet,Aveo,2011,Hatchback,101000.0,1300.0,Diesel,5500.0,9181.818181818182,Manual,Small
Vaz,2105,1993,Sedan,80000.0,1300.0,Petrol,1299.0,2758.6206896551726,Manual,Small
Audi,A5,2011,Sedan,105000.0,1800.0,Petrol,13100.0,9545.454545454546,Automatic,Small
Dacia,Dokker,2015,Minivan,123500.0,1598.0,Petrol,4999.0,17642.85714285714,Manual,Medium
Toyota,Prius,2010,Hatchback,200000.0,1800.0,Hybrid,7899.0,16666.666666666668,Automatic,Medium
Dacia,Logan,2016,Sedan,78722.0,1500.0,Diesel,7499.0,13120.333333333334,Manual,Medium
Renault,Clio,2016,Universal,139000.0,1500.0,Diesel,7490.0,23166.666666666668,Manual,Medium
Dacia,Sandero,2013,Hatchback,169000.0,1200.0,Petrol,4850.0,18777.777777777777,Manual,Medium
Opel,Corsa,2012,Hatchback,158000.0,1300.0,Diesel,5390.0,15800.0,Manual,Medium
Skoda,Superb,2016,Sedan,156000.0,2000.0,Diesel,20990.0,26000.0,Automatic,Medium
BMW,X5,2011,Crossover,195000.0,3000.0,Diesel,22500.0,17727.272727272728,Automatic,Medium
Skoda,Fabia,2016,Universal,49000.0,1200.0,Petrol,8490.0,8166.666666666667,Manual,Small
Renault,Laguna,2014,Universal,189000.0,1500.0,Diesel,6800.0,23625.0,Automatic,Medium
Skoda,Fabia,2011,Universal,164000.0,1200.0,Diesel,5490.0,14909.09090909091,Manual,Medium
Honda,CR-V,2007,SUV,279000.0,2200.0,Diesel,9990.0,18600.0,Manual,Medium
Ford,Fiesta 5D,2006,Hatchback,200000.0,1400.0,Diesel,3299.0,12500.0,Manual,Medium
Dacia,Sandero,2010,Hatchback,118000.0,1400.0,Metan/Propan,3400.0,9833.333333333334,Manual,Small
Nissan,X-Trail,2015,SUV,116000.0,1600.0,Diesel,15750.0,16571.428571428572,Automatic,Medium
Skoda,Octavia,2013,Universal,179000.0,1400.0,Petrol,8990.0,19888.88888888889,Manual,Medium
Hyundai,Tucson,2018,SUV,65000.0,2000.0,Petrol,16900.0,16250.0,Automatic,Medium
Toyota,Rav 4,2013,Crossover,182000.0,2200.0,Diesel,16950.0,20222.222222222223,Automatic,Medium
Volkswagen,Golf,2018,Hatchback,44000.0,2000.0,Petrol,28990.0,11000.0,Automatic,Medium
Volkswagen,Caddy,2016,Universal,87000.0,2000.0,Diesel,9700.0,14500.0,Manual,Medium
Toyota,C-HR,2016,SUV,99000.0,1800.0,Hybrid,17250.0,16500.0,Automatic,Medium
BMW,1 Series,2014,Hatchback,86000.0,1600.0,Petrol,10950.0,10750.0,Automatic,Medium
Hyundai,Santa FE,2011,Crossover,195000.0,2200.0,Diesel,12999.0,17727.272727272728,Automatic,Medium
Ford,Focus,2002,Sedan,165000.0,2000.0,Metan/Propan,1599.0,8250.0,Automatic,Small
Hyundai,NF Sonata,2011,Sedan,69700.0,1998.0,Petrol,9500.0,6336.363636363636,Automatic,Small
Renault,Kadjar,2016,SUV,145000.0,1500.0,Diesel,12900.0,24166.666666666668,Automatic,Medium
Mercedes,E Class,2011,Sedan,166000.0,2000.0,Petrol,12550.0,15090.90909090909,Automatic,Medium
Skoda,Octavia,2012,Universal,152000.0,1400.0,Petrol,6700.0,15200.0,Manual,Medium
Mercedes,A Class,2012,Hatchback,101000.0,1700.0,Petrol,7850.0,10100.0,Automatic,Medium
Renault,Espace,2016,Minivan,141000.0,1600.0,Diesel,15200.0,23500.0,Automatic,Medium
KIA,Ceed Sw,2012,Universal,165000.0,1400.0,Petrol,5900.0,16500.0,Manual,Medium
Skoda,Roomster,2013,Universal,154000.0,1200.0,Petrol,5550.0,17111.11111111111,Manual,Medium
Skoda,Octavia,2014,Universal,168000.0,1600.0,Diesel,11050.0,21000.0,Automatic,Medium
Lexus,NX Series,2015,Crossover,96000.0,2499.0,Hybrid,26999.0,13714.285714285714,Automatic,Medium
Hyundai,Tucson,2015,SUV,80972.0,1995.0,Diesel,17350.0,11567.42857142857,Automatic,Medium
Toyota,Auris,2015,Universal,206000.0,1400.0,Diesel,7999.0,29428.571428571428,Manual,Medium
BMW,X6,2009,SUV,125000.0,3000.0,Diesel,23500.0,9615.384615384615,Automatic,Small
BMW,M Models,2015,SUV,41000.0,4400.0,Petrol,54990.0,5857.142857142857,Automatic,Small
Skoda,Octavia,2009,Sedan,189000.0,1400.0,Petrol,6490.0,14538.461538461539,Automatic,Medium
BMW,7 Series,2008,Sedan,231003.0,3000.0,Diesel,11999.0,16500.214285714286,Automatic,Medium
BMW,5 Series,2010,Sedan,260000.0,2000.0,Diesel,15500.0,21666.666666666668,Automatic,Medium
Opel,Corsa,2012,Hatchback,151000.0,1400.0,Petrol,5490.0,15100.0,Manual,Medium
Skoda,Octavia,2011,Combi,165000.0,1586.0,Diesel,6900.0,15000.0,Manual,Medium
Renault,Megane,2017,Universal,172000.0,1500.0,Diesel,9200.0,34400.0,Manual,Large
Hyundai,Tucson,2015,SUV,212714.0,1995.0,Diesel,14450.0,30387.714285714286,Automatic,Large
Renault,Kadjar,2016,SUV,132000.0,1500.0,Diesel,13750.0,22000.0,Automatic,Medium
Skoda,Superb,2008,Sedan,184000.0,1800.0,Metan/Propan,5500.0,13142.857142857143,Manual,Medium
Peugeot,301,2016,Sedan,63200.0,1220.0,Petrol,6500.0,10533.333333333334,Manual,Medium
Renault,Kangoo,2012,Universal,165000.0,1500.0,Diesel,5990.0,16500.0,Manual,Medium
Rare,MKZ,2013,Sedan,148000.0,2000.0,Hybrid,12290.0,16444.444444444445,Automatic,Medium
Mercedes,GLC,2017,SUV,132000.0,2200.0,Diesel,26500.0,26400.0,Automatic,Medium
Skoda,Octavia,2012,Universal,162000.0,1400.0,Petrol,7650.0,16200.0,Automatic,Medium
Skoda,Yeti,2013,SUV,139000.0,1400.0,Petrol,7350.0,15444.444444444445,Manual,Medium
Rare,QX30,2016,Hatchback,148000.0,1500.0,Diesel,14990.0,24666.666666666668,Automatic,Medium
Renault,Scenic,2010,Sedan,198000.0,1500.0,Diesel,6300.0,16500.0,Automatic,Medium
Nissan,Qashqai,2016,SUV,24000.0,1200.0,Petrol,10690.0,4000.0,Manual,Small
Renault,Kadjar,2015,Crossover,118000.0,1500.0,Diesel,13499.0,16857.14285714286,Automatic,Medium
BMW,X4,2019,SUV,41000.0,1996.0,Diesel,47700.0,13666.666666666666,Automatic,Medium
Mercedes,Series (W124),1988,Sedan,433000.0,2300.0,Petrol,3999.0,12735.29411764706,Manual,Medium
Honda,Civic,2016,Coupe,51000.0,1498.0,Petrol,14500.0,8500.0,Automatic,Small
Rare,Cayenne,2016,Crossover,95000.0,3000.0,Diesel,49900.0,15833.333333333334,Automatic,Medium
Audi,A3,2014,Sedan,129000.0,1400.0,Petrol,13200.0,16125.0,Automatic,Medium
Toyota,Auris,2015,Universal,179000.0,1800.0,Hybrid,11450.0,25571.428571428572,Automatic,Medium
Opel,Corsa,2011,Hatchback,179636.0,1300.0,Diesel,5450.0,16330.545454545454,Manual,Medium
Skoda,Octavia,2010,Universal,168000.0,1200.0,Petrol,6400.0,14000.0,Manual,Medium
Skoda,Roomster,2008,Minivan,204000.0,1400.0,Diesel,4200.0,14571.42857142857,Manual,Medium
Dacia,Logan Mcv,2008,Minivan,180000.0,1460.0,Diesel,3600.0,12857.142857142857,Manual,Medium
Honda,Accord,2009,Hatchback,150000.0,2400.0,Metan/Propan,9000.0,11538.461538461539,Automatic,Medium
BMW,M Models,2015,Coupe,64000.0,3000.0,Petrol,36990.0,9142.857142857143,Manual,Small
Volvo,XC60,2012,Crossover,215000.0,2400.0,Diesel,14500.0,21500.0,Automatic,Medium
Hyundai,ix35,2010,SUV,180000.0,2000.0,Diesel,8999.0,15000.0,Manual,Medium
Skoda,Superb,2014,Sedan,173000.0,1799.0,Petrol,12000.0,21625.0,Automatic,Medium
Nissan,Qashqai,2017,Crossover,133500.0,1600.0,Diesel,13995.0,26700.0,Automatic,Medium
Rare,Ibiza,2011,Universal,216000.0,1200.0,Diesel,4700.0,19636.363636363636,Manual,Medium
Nissan,Qashqai,2018,Crossover,135200.0,1500.0,Diesel,15999.0,33800.0,Manual,Large
Toyota,Highlander,2015,Crossover,90000.0,2700.0,Petrol,23700.0,12857.142857142857,Automatic,Medium
BMW,X3,2016,SUV,176500.0,2000.0,Diesel,17999.0,29416.666666666668,Automatic,Medium
Mercedes,E Class,2004,Universal,222222.0,2700.0,Diesel,4000.0,12345.666666666666,Manual,Medium
Renault,Megane,2010,Universal,261000.0,1500.0,Diesel,5300.0,21750.0,Automatic,Medium
Renault,Megane,2013,Universal,178000.0,1461.0,Diesel,8200.0,19777.777777777777,Manual,Medium
Vaz,2101,1987,Sedan,35000.0,1500.0,Petrol,1600.0,1000.0,Manual,Small
Nissan,Micra,2004,Hatchback,145000.0,1200.0,Petrol,3100.0,8055.555555555556,Manual,Small
Audi,A8,1994,Sedan,400000.0,4200.0,Metan/Propan,2200.0,14285.714285714286,Manual,Medium
Dacia,Sandero,2013,Hatchback,101498.0,898.0,Petrol,4499.0,11277.555555555555,Manual,Medium
Volkswagen,Transporter,2004,Universal,280704.0,1896.0,Diesel,6999.0,15594.666666666666,Manual,Medium
Rare,Ibiza,2010,Universal,275000.0,1200.0,Diesel,4200.0,22916.666666666668,Manual,Medium
Hyundai,Tucson,2017,SUV,43000.0,1685.0,Diesel,16800.0,8600.0,Automatic,Small
Mercedes,B Class,2015,Hatchback,282000.0,1500.0,Diesel,11300.0,40285.71428571428,Automatic,Large
Opel,Astra,2000,Sedan,227000.0,1600.0,Petrol,2400.0,10318.181818181818,Manual,Medium
Mercedes,B Class,2019,Hatchback,15000.0,1300.0,Petrol,24300.0,5000.0,Automatic,Small
BMW,5 Series,1997,Sedan,450000.0,2800.0,Metan/Propan,3100.0,18000.0,Automatic,Medium
Dacia,Duster,2011,SUV,146000.0,1500.0,Diesel,6700.0,13272.727272727272,Manual,Medium
Opel,Vectra,1991,Sedan,12467.0,1600.0,Petrol,1200.0,402.16129032258067,Manual,Small
Volvo,XC60,2016,SUV,124600.0,2400.0,Diesel,24700.0,20766.666666666668,Automatic,Medium
Toyota,Auris,2010,Hatchback,160000.0,1400.0,Diesel,7199.0,13333.333333333334,Manual,Medium
Toyota,Corolla,2005,Hatchback,300000.0,200.0,Diesel,4800.0,17647.058823529413,Manual,Medium
Honda,CR-V,2010,Crossover,150000.0,2000.0,Diesel,4500.0,12500.0,Manual,Medium
Mercedes,Vito,2001,Minivan,1234.0,2200.0,Diesel,4500.0,58.76190476190476,Manual,Small
Renault,Kadjar,2016,Crossover,126000.0,1500.0,Diesel,12999.0,21000.0,Automatic,Medium
Nissan,Almera Tino,2002,Microvan,289000.0,2184.0,Diesel,2500.0,14450.0,Manual,Medium
Hyundai,Getz,2005,Hatchback,280000.0,1100.0,Petrol,2000.0,16470.58823529412,Manual,Medium
Hyundai,ix35,2014,Crossover,154200.0,2000.0,Diesel,14950.0,19275.0,Automatic,Medium
Opel,Astra,2013,Universal,143000.0,1300.0,Diesel,6800.0,15888.888888888889,Manual,Medium
Volvo,XC60,2016,Crossover,156200.0,2400.0,Diesel,21700.0,26033.333333333332,Automatic,Medium
Ford,Fiesta,2004,Hatchback,176139.0,1300.0,Petrol,3100.0,9785.5,Manual,Small
Rare,Alhambra,2012,Minivan,158200.0,1400.0,Petrol,8900.0,15820.0,Manual,Medium
Rare,469,1988,SUV,255555.0,2500.0,Petrol,800.0,7516.323529411765,Manual,Small
Toyota,Auris,2011,Hatchback,203657.0,1800.0,Hybrid,8300.0,18514.272727272728,Automatic,Medium
Volkswagen,Golf,2010,Universal,221000.0,1600.0,Diesel,8250.0,18416.666666666668,Automatic,Medium
Dacia,Logan Mcv,2008,Universal,243000.0,1500.0,Diesel,3650.0,17357.14285714286,Manual,Medium
Ford,Mondeo,2018,Universal,15000.0,2000.0,Petrol,18000.0,3750.0,Automatic,Small
Rare,Cooper,2005,Coupe,181570.0,1600.0,Petrol,4200.0,10680.588235294117,Manual,Medium
Mercedes,E Class,2011,Sedan,293000.0,1800.0,Metan/Propan,11111.0,26636.363636363636,Automatic,Medium
Skoda,Octavia,2017,Universal,137653.0,1400.0,Metan/Propan,12900.0,27530.6,Automatic,Medium
Rare,45,2002,Sedan,148800.0,1600.0,Metan/Propan,1300.0,7440.0,Manual,Small
Mercedes,E Class,1999,Sedan,1111.0,2200.0,Diesel,4400.0,48.30434782608695,Automatic,Small
Hyundai,Getz,2004,Hatchback,220000.0,1400.0,Diesel,2690.0,12222.222222222223,Manual,Medium
Mercedes,E Class,2009,Sedan,310000.0,2200.0,Diesel,8700.0,23846.153846153848,Automatic,Medium
Toyota,C-HR,2018,Crossover,99899.0,1798.0,Hybrid,17300.0,24974.75,Automatic,Medium
Toyota,Yaris,2013,Hatchback,149313.0,1364.0,Diesel,7900.0,16590.333333333332,Manual,Medium
BMW,7 Series,2010,SUV,235000.0,3000.0,Diesel,16000.0,19583.333333333332,Automatic,Medium
Mercedes,E Class,2017,Sedan,153255.0,1950.0,Diesel,27700.0,30651.0,Automatic,Large
BMW,X5,2014,Crossover,166000.0,3000.0,Petrol,24000.0,20750.0,Automatic,Medium
Rare,Thesis,2004,Sedan,262154.0,2400.0,Diesel,3999.0,14564.111111111111,Manual,Medium
Dacia,Logan,2017,Sedan,164853.0,1000.0,Metan/Propan,3900.0,32970.6,Manual,Large
Hyundai,Santa FE,2006,SUV,154000.0,2700.0,Metan/Propan,8700.0,9625.0,Manual,Small
Volkswagen,Golf,1994,Hatchback,293000.0,1600.0,Petrol,2450.0,10464.285714285714,Manual,Medium
Renault,19,1992,Hatchback,280000.0,1390.0,Petrol,1000.0,9333.333333333334,Manual,Small
Volkswagen,Golf,2008,Universal,121212.0,1400.0,Petrol,1250.0,8658.0,Manual,Small
Lexus,Es Series,2012,Sedan,120100.0,2496.0,Hybrid,15700.0,12010.0,Automatic,Medium
Audi,A3,2007,Hatchback,199000.0,1998.0,Diesel,7000.0,13266.666666666666,Automatic,Medium
Vaz,2107,1988,Sedan,100000.0,1300.0,Petrol,1000.0,2941.176470588235,Manual,Small
Renault,Megane,2007,Universal,228000.0,1500.0,Diesel,3850.0,15200.0,Manual,Medium
Volvo,XC60,2013,Crossover,176000.0,2000.0,Diesel,17200.0,19555.555555555555,Automatic,Medium
Ford,Transit Connect,2012,Microvan,205000.0,1796.0,Diesel,4699.0,20500.0,Manual,Medium
Rare,Doblo,2012,Minivan,207184.0,1598.0,Diesel,4799.0,20718.4,Manual,Medium
Renault,Kadjar,2015,Crossover,153000.0,1500.0,Diesel,12950.0,21857.14285714286,Automatic,Medium
Rare,Ibiza,2000,Hatchback,230000.0,1400.0,Metan/Propan,2150.0,10454.545454545454,Manual,Medium
Nissan,Primera,1993,Sedan,360000.0,1600.0,Petrol,1450.0,12413.793103448275,Manual,Medium
Rare,Wrangler,1998,SUV,167686.0,4000.0,Petrol,16700.0,6986.916666666667,Manual,Small
Toyota,Land Cruiser Prado,2006,SUV,245677.0,3000.0,Diesel,15999.0,15354.8125,Automatic,Medium
Renault,Clio,2007,Hatchback,215000.0,1500.0,Diesel,2790.0,14333.333333333334,Manual,Medium
Volkswagen,Touareg,2010,Crossover,199000.0,3000.0,Hybrid,17500.0,16583.333333333332,Automatic,Medium
Mercedes,GLK Class,2009,Crossover,200000.0,2200.0,Diesel,13900.0,15384.615384615385,Automatic,Medium
Renault,Laguna,2011,Universal,190000.0,1500.0,Diesel,5600.0,17272.727272727272,Manual,Medium
Hyundai,Matrix,2005,Hatchback,190000.0,1500.0,Diesel,3300.0,11176.470588235294,Manual,Medium
BMW,5 Series,2003,Sedan,275467.0,3000.0,Diesel,2900.0,14498.263157894737,Manual,Medium
Renault,Clio,2020,Hatchback,1800.0,900.0,Petrol,8199.0,900.0,Manual,Small
Opel,Zafira,2004,Universal,289000.0,1600.0,Metan/Propan,3250.0,16055.555555555555,Manual,Medium
Opel,Vectra,1996,Hatchback,225000.0,1800.0,Petrol,1550.0,8653.846153846154,Manual,Small
Renault,Megane,2013,Minivan,222000.0,1500.0,Diesel,6999.0,24666.666666666668,Manual,Medium
Volkswagen,Golf,1991,Hatchback,201000.0,1270.0,Petrol,1500.0,6483.870967741936,Manual,Small
Volkswagen,Polo,2010,Hatchback,195776.0,1200.0,Diesel,5700.0,16314.666666666666,Manual,Medium
Skoda,Octavia,2015,Universal,232800.0,1400.0,Petrol,8499.0,33257.142857142855,Automatic,Large
Opel,Astra,2002,Universal,231000.0,1800.0,Metan/Propan,2000.0,11550.0,Manual,Medium
Mitsubishi,Galant,1989,Sedan,111111.0,2000.0,Petrol,1250.0,3367.0,Manual,Small
Volkswagen,Golf,2004,Hatchback,218000.0,1896.0,Diesel,1950.0,12111.111111111111,Manual,Medium
Lexus,GS Series,2016,Sedan,88000.0,3500.0,Hybrid,33900.0,14666.666666666666,Automatic,Medium
Opel,Astra,2002,Hatchback,153000.0,1400.0,Petrol,3250.0,7650.0,Manual,Small
Opel,Vectra,1993,Sedan,250150.0,1800.0,Petrol,1300.0,8625.862068965518,Automatic,Small
Ford,Focus,2015,Universal,145700.0,1500.0,Diesel,7950.0,20814.285714285714,Manual,Medium
Dacia,Logan Mcv,2014,Universal,181000.0,1500.0,Diesel,6650.0,22625.0,Manual,Medium
Nissan,Qashqai,2007,SUV,180000.0,1500.0,Diesel,7490.0,12000.0,Manual,Medium
Skoda,Superb,2009,Sedan,210000.0,2000.0,Diesel,8990.0,16153.846153846154,Automatic,Medium
Peugeot,208,2014,Hatchback,113000.0,1400.0,Diesel,5990.0,14125.0,Manual,Medium
Skoda,Rapid,2013,Sedan,74000.0,1200.0,Petrol,7499.0,8222.222222222223,Manual,Small
Mercedes,E Class,2014,Sedan,221700.0,2143.0,Diesel,16900.0,27712.5,Automatic,Medium
Skoda,Superb,2016,Sedan,182000.0,2000.0,Diesel,16950.0,30333.333333333332,Automatic,Large
Mercedes,GLK Class,2014,Crossover,182600.0,2143.0,Diesel,16600.0,22825.0,Automatic,Medium
Renault,Megane,2015,Universal,215000.0,1500.0,Diesel,6500.0,30714.285714285714,Manual,Large
Volkswagen,Passat,2011,Universal,186000.0,1390.0,Petrol,7200.0,16909.090909090908,Manual,Medium
Volkswagen,Golf,1997,Universal,253000.0,1900.0,Diesel,1050.0,10120.0,Manual,Medium
Mercedes,E Class,2014,Sedan,82000.0,2000.0,Petrol,17250.0,10250.0,Automatic,Medium
Opel,Vectra,1991,Sedan,246328.0,1600.0,Petrol,1250.0,7946.064516129032,Manual,Small
Honda,Civic,1989,Hatchback,350000.0,1300.0,Petrol,800.0,10606.060606060606,Manual,Medium
Toyota,Urban Cruiser,2009,Crossover,185300.0,1400.0,Petrol,7000.0,14253.846153846154,Manual,Medium
Volkswagen,Golf,2008,Universal,206145.0,1390.0,Petrol,4799.0,14724.642857142857,Manual,Medium
Renault,Megane,2009,Universal,195000.0,1500.0,Diesel,4990.0,15000.0,Manual,Medium
Dacia,Logan Mcv,2011,Universal,320000.0,1600.0,Metan/Propan,3499.0,29090.909090909092,Manual,Medium
Ford,Fiesta 3D,2005,Hatchback,2003.0,1400.0,Petrol,2750.0,117.82352941176471,Manual,Small
Renault,Grand Scenic,2009,Minivan,150000.0,1400.0,Petrol,5550.0,11538.461538461539,Manual,Medium
Volkswagen,Golf,2018,Hatchback,25500.0,2000.0,Petrol,16300.0,6375.0,Automatic,Small
Renault,Grand Scenic,2009,Universal,150000.0,1400.0,Petrol,5550.0,11538.461538461539,Manual,Medium
Dacia,Logan Mcv,2009,Universal,210000.0,1400.0,Metan/Propan,3400.0,16153.846153846154,Manual,Medium
Audi,A5,2008,Coupe,213000.0,2700.0,Diesel,12900.0,15214.285714285714,Automatic,Medium
Volvo,V70,2015,Crossover,180000.0,2000.0,Metan/Propan,9900.0,25714.285714285714,Automatic,Medium
Opel,Astra,2004,Hatchback,255000.0,1400.0,Petrol,4300.0,14166.666666666666,Manual,Medium
Mercedes,GLA,2015,SUV,118000.0,2000.0,Petrol,16490.0,16857.14285714286,Automatic,Medium
Dacia,Logan,2007,Sedan,318298.0,1465.0,Diesel,2899.0,21219.866666666665,Manual,Medium
Mercedes,E Class,2012,Sedan,240000.0,2200.0,Diesel,12499.0,24000.0,Automatic,Medium
Ford,Escape,2014,SUV,198555.0,1500.0,Petrol,9999.0,24819.375,Automatic,Medium
Toyota,Prius,2007,Hatchback,241000.0,1500.0,Hybrid,6800.0,16066.666666666666,Automatic,Medium
Nissan,Sunny,1994,Hatchback,257000.0,2000.0,Diesel,650.0,9178.57142857143,Manual,Small
Rare,Ibiza,2011,Coupe,160000.0,1400.0,Petrol,7200.0,14545.454545454546,Automatic,Medium
BMW,7 Series,2016,Sedan,135000.0,3000.0,Diesel,55000.0,22500.0,Automatic,Medium
Renault,Scenic,2013,Universal,209325.0,1500.0,Diesel,6450.0,23258.333333333332,Automatic,Medium
Audi,A4,1997,Sedan,270000.0,1780.0,Metan/Propan,2850.0,10800.0,Automatic,Medium
Rare,RDX,2012,Crossover,120000.0,2300.0,Metan/Propan,9999.0,12000.0,Automatic,Medium
Volkswagen,Caddy,2014,Combi,162000.0,1600.0,Metan/Propan,6800.0,20250.0,Manual,Medium
Renault,Clio,2018,Universal,10500.0,1500.0,Diesel,8150.0,2625.0,Manual,Small
Ford,Fusion,2013,Sedan,111000.0,2000.0,Plug-in Hybrid,13350.0,12333.333333333334,Automatic,Medium
Renault,Kadjar,2016,Crossover,142000.0,1500.0,Diesel,14650.0,23666.666666666668,Automatic,Medium
Audi,Q5,2010,Crossover,182000.0,2000.0,Petrol,12550.0,15166.666666666666,Automatic,Medium
Toyota,Auris,2015,Hatchback,160000.0,1364.0,Diesel,10399.0,22857.14285714286,Manual,Medium
Rare,RDX,2012,SUV,100000.0,2300.0,Metan/Propan,9990.0,10000.0,Automatic,Small
Nissan,Qashqai,2011,SUV,172864.0,1500.0,Diesel,8250.0,15714.90909090909,Manual,Medium
Dacia,Logan,2018,Sedan,67859.0,1500.0,Diesel,7950.0,16964.75,Manual,Medium
Opel,Astra,1992,Hatchback,11111.0,1400.0,Petrol,500.0,370.3666666666667,Manual,Small
Opel,Vectra,1992,Sedan,322412.0,1800.0,Petrol,570.0,10747.066666666668,Manual,Medium
Toyota,Prius,2011,Hatchback,252000.0,1800.0,Hybrid,8000.0,22909.090909090908,Automatic,Medium
Mazda,626,1996,Sedan,257000.0,1800.0,Petrol,1150.0,9884.615384615385,Manual,Small
BMW,5 Series,2003,Sedan,263518.0,2200.0,Petrol,7700.0,13869.368421052632,Manual,Medium
Volvo,XC90,2004,SUV,302000.0,2400.0,Diesel,5700.0,16777.777777777777,Manual,Medium
Mitsubishi,Space Star,2000,Hatchback,300000.0,1900.0,Petrol,1300.0,13636.363636363636,Automatic,Medium
Hyundai,i40,2012,Sedan,139000.0,1700.0,Diesel,12250.0,13900.0,Automatic,Medium
Honda,Accord,2018,Sedan,30000.0,1500.0,Petrol,16800.0,7500.0,Automatic,Small
Mercedes,E Class,2002,Sedan,370000.0,2700.0,Diesel,2250.0,18500.0,Automatic,Medium
Rare,Berlingo,2003,Combi,270000.0,1400.0,Metan/Propan,2600.0,14210.526315789473,Manual,Medium
Toyota,Avensis,2015,Sedan,207000.0,2000.0,Diesel,11200.0,29571.428571428572,Manual,Medium
Hyundai,Santa FE,2014,Crossover,115000.0,2000.0,Petrol,14750.0,14375.0,Automatic,Medium
Rare,Discovery,2005,SUV,217000.0,2700.0,Diesel,9900.0,12764.70588235294,Automatic,Medium
Opel,Ascona,1985,Sedan,93000.0,1600.0,Metan/Propan,3900.0,2513.5135135135133,Automatic,Small
BMW,5 Series,1989,Sedan,170000.0,2000.0,Petrol,570.0,5151.515151515152,Manual,Small
Toyota,Rav 4,2017,Crossover,69000.0,2500.0,Hybrid,22999.0,13800.0,Automatic,Medium
Ford,Fiesta,2002,Coupe,109600.0,1250.0,Petrol,2450.0,5480.0,Manual,Small
Mercedes,S Class,2013,Sedan,130000.0,2143.0,Diesel,28000.0,14444.444444444445,Automatic,Medium
Volkswagen,Passat CC,2013,Sedan,210000.0,200.0,Diesel,13500.0,23333.333333333332,Automatic,Medium
Opel,Corsa,2008,Hatchback,265000.0,1300.0,Diesel,2500.0,18928.571428571428,Manual,Medium
Peugeot,206,2004,Universal,265000.0,1400.0,Petrol,2400.0,14722.222222222223,Manual,Medium
Volkswagen,Passat,2015,Universal,160452.0,2000.0,Diesel,14999.0,22921.714285714286,Manual,Medium
Opel,Corsa,2008,Hatchback,275000.0,1248.0,Diesel,2500.0,19642.85714285714,Manual,Medium
Skoda,Octavia,2017,Sedan,92700.0,1000.0,Petrol,11700.0,18540.0,Automatic,Medium
Skoda,Octavia,2018,Universal,192541.0,1600.0,Diesel,13999.0,48135.25,Manual,Large
Volkswagen,Touareg,2011,SUV,196355.0,3000.0,Diesel,21900.0,17850.454545454544,Automatic,Medium
Hyundai,Santa FE,2006,Crossover,179145.0,2200.0,Diesel,8000.0,11196.5625,Automatic,Medium
Toyota,Avalon,2014,Sedan,120000.0,2500.0,Hybrid,17300.0,15000.0,Automatic,Medium
Toyota,Avensis,2014,Universal,169000.0,2200.0,Diesel,11990.0,21125.0,Automatic,Medium
Volkswagen,Passat,2012,Sedan,180000.0,1400.0,Metan/Propan,10500.0,18000.0,Manual,Medium
Mercedes,C Class,1997,Sedan,287000.0,2200.0,Petrol,1700.0,11480.0,Automatic,Medium
Dacia,Duster,2017,SUV,120000.0,1456.0,Diesel,12990.0,24000.0,Manual,Medium
Rare,Altele,1966,Sedan,37000.0,900.0,Petrol,2800.0,660.7142857142857,Manual,Small
Nissan,Juke,2012,Crossover,126450.0,1600.0,Petrol,7350.0,12645.0,Automatic,Medium
Ford,Fusion,2015,Sedan,179717.0,2000.0,Hybrid,12200.0,25673.85714285714,Automatic,Medium
Toyota,Rav 4,2004,SUV,215000.0,2000.0,Metan/Propan,6400.0,11944.444444444445,Automatic,Medium
Ford,Escape,2017,SUV,153899.0,1500.0,Petrol,11499.0,30779.8,Automatic,Large
Volkswagen,Jetta,2015,Sedan,120000.0,1400.0,Petrol,9000.0,17142.85714285714,Automatic,Medium
Volkswagen,Passat,2007,Universal,278000.0,2000.0,Diesel,6999.0,18533.333333333332,Automatic,Medium
Honda,Accord,2000,Sedan,300000.0,1600.0,Metan/Propan,2500.0,13636.363636363636,Manual,Medium
Vaz,2102,1981,Universal,32000.0,1300.0,Petrol,3300.0,780.4878048780488,Manual,Small
